scheduler,K,seed,n,quorum,surplus,T,steps,timeouts,decisions,retries,max_ballot,reached_step_cap,safety
uniform-budget-delay,105,109,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,110,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,111,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,112,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,113,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,114,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,115,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,116,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,117,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,118,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,119,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,120,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,121,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,122,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,123,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,124,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,125,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,126,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,127,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,128,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,129,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,130,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,131,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,132,25,13,12,100,256,1,1,1,2,false,false
